"","hit","worker","seconds","image","age","born","died","findings","group","study","comments"
"2250","3BVS8WK9Q0V6OMALNU610PT1K7KBIQ","A3IA77UHAVA83X",51,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F77pdf.png",1599,"9/21/1965","2/6/1970","nyeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2251","3GMLHYZ0LEX7ALYWR39ZR3FDZAOUYT","A2BKLF1MNZ3L4X",2391,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F78pdf.png",1,"1/2/1966","1/3/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2252","3GMLHYZ0LEX7ALYWR39ZR3FDZAOUYT","A32QBXDPHHSTOD",24,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F78pdf.png",1,"1/8/1966","1/3/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2253","3GMLHYZ0LEX7ALYWR39ZR3FDZAOUYT","A2460MAJX0NA82",522,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F78pdf.png",1,"1/2/1966","1/3/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2254","3FHTJGYT8N0UWP50GBOZAXLAMY7GPO","A3PIAHR6PGXZNT",996,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F80pdf.png",467,"1/2/1966","4/14/1967","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2255","3FHTJGYT8N0UWP50GBOZAXLAMY7GPO","A34M93NJC830DP",71,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F80pdf.png",467,"1/2/1966","4/14/1967","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2256","3FHTJGYT8N0UWP50GBOZAXLAMY7GPO","A31O5XYX80XD21",1679,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F80pdf.png",467,"1/2/1966","4/14/1967","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2257","30ZKOOGW2W6Q569V99LZDFS9LNP1AU","A18TCR555RWUZV",659,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F83pdf.png",2611,"2/25/1966","4/20/1973","myeloproliferative syndrome (aplastic anemia)","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2258","30ZKOOGW2W6Q569V99LZDFS9LNP1AU","ASB8T0H7L99RF",2442,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F83pdf.png",2611,"2/25/1966","4/20/1973","myeloproliferative syndrome (aplastic anemia)","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2259","30ZKOOGW2W6Q569V99LZDFS9LNP1AU","A177EXELDLWTWV",1508,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F83pdf.png",2611,"2/25/1966","4/20/1973","hyoloproliferative syndrome (aplastic anemia)","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2260","3YCT0L9OMM9XJ92EVW5OVMZIAU0NSJ","A32PNTIGJF38XQ",1015,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F84pdf.png",2049,"2/25/1966","10/6/1971","metastatic squamous cell carcinoma periodontal origin; obk: bioplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2261","3YCT0L9OMM9XJ92EVW5OVMZIAU0NSJ","AG0X3PQK2FWQJ",1112,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F84pdf.png",2049,"2/25/1966","10/6/1971","metastatic squamous cell carcinoma periodontal origin","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","Could not read the rest of the findings"
"2262","3YCT0L9OMM9XJ92EVW5OVMZIAU0NSJ","A9KPCMO1J1LQF",947,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F84pdf.png",2049,"2/25/1966","10/6/1971","metastatic squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","findings text somewhat obscured but I think I got it"
"2263","3U74KRR67MLYY9FTKWAE5RV4CDENT8","AZ4NM6ZXTGT0",1296,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F88pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2264","3U74KRR67MLYY9FTKWAE5RV4CDENT8","A25WNYPSSDNEVE",1000,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F88pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2265","3U74KRR67MLYY9FTKWAE5RV4CDENT8","A2RYRS301XIZZD",77,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F88pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2266","36FQTHX3Z3RRYJS22RZEWJRC1PN3BI","ANUXUJE8QRE0C",71,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F89pdf.png",3058,"7/6/1966","11/19/1974","undifferentiated sarcoma femur and osteosarcoma ischium","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2267","36FQTHX3Z3RRYJS22RZEWJRC1PN3BI","A1G94QON7A9K0N",1687,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F89pdf.png",3039,"7/6/1966","11/19/1974","undifferentiated sarcoma femur and osteosarcoma ischium","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2268","36FQTHX3Z3RRYJS22RZEWJRC1PN3BI","AIQB7XXL5K2FR",127,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F89pdf.png",3058,"7/6/1966","11/19/1974","undifferentiated sarcoma femur and osteosarcoma ischium","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2269","3XBXDSS888JFRQLSDTVWH2CLKD1XLW","A38DC3BG1ZCVZ2",941,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F92pdf.png",1123,"6/13/1967","7/10/1970","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2270","3XBXDSS888JFRQLSDTVWH2CLKD1XLW","ARX0S1CIDJLOX",631,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F92pdf.png",1123,"6/13/1967","7/10/1970","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2271","3XBXDSS888JFRQLSDTVWH2CLKD1XLW","A29374NDYXSCWB",1267,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50F92pdf.png",1123,"6/13/1967","7/10/1970","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2272","3Y7LTZE0YTM7FB81NPBI5AOF54SUZK","A1RX2JBV4VGZ65",1111,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M63pdf.png",3658,"5/25/1964","5/31/1974","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2273","3Y7LTZE0YTM7FB81NPBI5AOF54SUZK","A25WNYPSSDNEVE",1022,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M63pdf.png",3658,"5/25/1964","5/31/1974","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2274","3Y7LTZE0YTM7FB81NPBI5AOF54SUZK","A18TCR555RWUZV",1274,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M63pdf.png",3658,"5/25/1964","5/31/1974","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2275","3SA4EMRVJV2XLLUF29ZWP5YUFHI0P5","A2VRQML8Q3XYP4",56,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M64pdf.png",1278,"5/25/1964","11/24/1967","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2276","3SA4EMRVJV2XLLUF29ZWP5YUFHI0P5","AVC62JNYAXA45",122,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M64pdf.png",1278,"5/25/1964","11/24/1967","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2277","3SA4EMRVJV2XLLUF29ZWP5YUFHI0P5","A29374NDYXSCWB",1228,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M64pdf.png",1278,"5/25/1964","11/24/1967","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2278","3K3G488TR28HG4HVZSKX65KV1LF5QM","ANUXUJE8QRE0C",95,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M68pdf.png",2715,"7/14/1964","12/20/1971","osteosarcoma & fibrosarcoma","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2279","3K3G488TR28HG4HVZSKX65KV1LF5QM","AG0X3PQK2FWQJ",1875,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M68pdf.png",2715,"7/14/1964","12/20/1971","osteosarcoma & fribrosarcoma","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2280","3K3G488TR28HG4HVZSKX65KV1LF5QM","A3RYH6OUH7BJ4Z",94,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M68pdf.png",2715,"7/14/1964","12/20/1971","osteosarcoma & fibrosarcoma","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2281","34R0BODSP1ZSJ1RQQ1PXCOVHIIRE5J","A18TCR555RWUZV",437,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M72pdf.png",1,"8/29/1965","8/30/1965","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2282","34R0BODSP1ZSJ1RQQ1PXCOVHIIRE5J","AR20RBERHIPN8",139,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M72pdf.png",1,"8/29/1965","8/30/1965","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2283","34R0BODSP1ZSJ1RQQ1PXCOVHIIRE5J","A1G94QON7A9K0N",71,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M72pdf.png",1,"8/29/1965","8/30/1965","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2284","3YO4AH2FPDKILXVU2MELPAO4KD40QW","A110KENBXU7SUJ",37,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M73pdf.png",1215,"8/29/1965","12/26/1968","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2285","3YO4AH2FPDKILXVU2MELPAO4KD40QW","A3PIAHR6PGXZNT",60,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M73pdf.png",1215,"8/29/1965","12/26/1968","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2286","3YO4AH2FPDKILXVU2MELPAO4KD40QW","AJVGW8ZY3SWE4",72,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M73pdf.png",1215,"8/29/1965","12/26/1968","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2287","3X55NP42EOGT2DTCLWHFR3W1IT33P4","A2BKLF1MNZ3L4X",2135,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M74pdf.png",2181,"8/29/1965","8/19/1971","squamous cell carcinoma maxilla; obs: neoplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2288","3X55NP42EOGT2DTCLWHFR3W1IT33P4","A29374NDYXSCWB",1346,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M74pdf.png",2181,"8/29/1965","8/19/1971","squamous cell carcinoma maxilla; obs: neoplasm was adjacent to bone","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2289","3X55NP42EOGT2DTCLWHFR3W1IT33P4","A2APPZDU0VS9LN",227,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M74pdf.png",2191,"8/29/1965","8/18/1971","squence cell carcinoma maxilla","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2290","33J5JKFMK6YE2PURL9W4R8MBNPP3QV","AOUMYCLO4I993",1540,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M81pdf.png",1193,"1/2/1966","4/9/1969","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2291","33J5JKFMK6YE2PURL9W4R8MBNPP3QV","AO0CQ0WT4FT7T",26,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M81pdf.png",1193,"1/2/1966","4/9/1969","","","2 davis-1961 strontium-90, dietary","{}"
"2292","33J5JKFMK6YE2PURL9W4R8MBNPP3QV","A2MCG5W6LHSRG9",332,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M81pdf.png",1193,"1/2/1966","4/9/1969","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2293","3WA2XVDZEMHO25R4VKZ24U9HED2E6Z","A177EXELDLWTWV",1761,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M82pdf.png",926,"1/2/1966","7/16/1968","myeloprliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2294","3WA2XVDZEMHO25R4VKZ24U9HED2E6Z","A2VRQML8Q3XYP4",66,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M82pdf.png",926,"1/2/1966","7/16/1968","myeioproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2295","3WA2XVDZEMHO25R4VKZ24U9HED2E6Z","ARX0S1CIDJLOX",712,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M82pdf.png",926,"1/2/1966","7/16/1968","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2296","3VI0PC2ZAYKNXBOPQLBO9JGFFI6XOD","A2VRQML8Q3XYP4",28,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M85pdf.png",0,"2/25/1966","2/25/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2297","3VI0PC2ZAYKNXBOPQLBO9JGFFI6XOD","A25CAT0W9W97Z8",103,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M85pdf.png",0,"2/25/1966","2/25/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2298","3VI0PC2ZAYKNXBOPQLBO9JGFFI6XOD","AJVGW8ZY3SWE4",163,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M85pdf.png",0,"2/25/1966","2/25/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2299","31JUPBOORN4PCPKK5LJ413VST5T8L2","AVC62JNYAXA45",167,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M86pdf.png",2331,"2/25/1966","7/14/1972","osteosarcoma (amputation death); terminated 7/14/72","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2300","31JUPBOORN4PCPKK5LJ413VST5T8L2","A9KPCMO1J1LQF",86,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M86pdf.png",2331,"2/25/1968","7/14/1972","osteosarcoma (amputation death); terminated 7/14/72: osteosarcoma (amputation death); amputation 7/14/72","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2301","31JUPBOORN4PCPKK5LJ413VST5T8L2","A2460MAJX0NA82",866,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M86pdf.png",2331,"2/25/1966","7/14/1972","ostaosarcom (amputation death); terminated 7/14/72: osteosarcoma (amputation death); amputation 7/14/72","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2302","37VUR2VJ6APEYL6TTNHQJAIXLQA1CW","A25WNYPSSDNEVE",1016,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M87pdf.png",1088,"2/25/1966","2/17/1969","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2303","37VUR2VJ6APEYL6TTNHQJAIXLQA1CW","AR20RBERHIPN8",1129,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M87pdf.png",1088,"2/25/1966","2/17/1969","myslopreliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2304","37VUR2VJ6APEYL6TTNHQJAIXLQA1CW","A34M93NJC830DP",54,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M87pdf.png",1088,"2/25/1966","2/17/1969","myelopreliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2305","3R15W654VDTVITKGRF04NUGSNBFQLV","AO0CQ0WT4FT7T",1349,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M90pdf.png",0,"7/6/1966","7/6/1977","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2306","3R15W654VDTVITKGRF04NUGSNBFQLV","AYG3MF094634L",29,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M90pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2307","3R15W654VDTVITKGRF04NUGSNBFQLV","A3RR85PK3AV9TU",171,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M90pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2308","3LVTFB9DE5IFW16FGO3OA2BKRUTGQF","A32QBXDPHHSTOD",25,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M91pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2309","3LVTFB9DE5IFW16FGO3OA2BKRUTGQF","A2VRQML8Q3XYP4",38,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M91pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2310","3LVTFB9DE5IFW16FGO3OA2BKRUTGQF","A177EXELDLWTWV",1733,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M91pdf.png",0,"7/6/1966","7/6/1966","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2311","3P888QFVX3U3OEND47GWFBKMIGKQOC","AL8NYDL4JOYL3",99,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M93pdf.png",0,"6/13/1967","6/13/1967","not available","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2312","3P888QFVX3U3OEND47GWFBKMIGKQOC","AG0X3PQK2FWQJ",2536,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M93pdf.png",0,"6/13/1967","6/13/1967","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","NO FINDINGS"
"2313","3P888QFVX3U3OEND47GWFBKMIGKQOC","AR20RBERHIPN8",20,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M93pdf.png",0,"6/13/1967","6/13/1967","","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2314","3PEG1BH7AERXUH09NXRDD58ECB9BK1","A1OQIXAU1SEJ4P",289,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M94pdf.png",2219,"6/13/1967","7/10/1973","undetermined (emaciation)","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2315","3PEG1BH7AERXUH09NXRDD58ECB9BK1","AG0X3PQK2FWQJ",117,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M94pdf.png",2219,"6/13/1967","7/10/1973","undetermined (association)","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2316","3PEG1BH7AERXUH09NXRDD58ECB9BK1","A34WAR0H85FL2K",803,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M94pdf.png",2219,"6/13/1967","7/10/1973","undetermined (emaciation)","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2317","3WGCNLZJKF8O3DC7TJC13G0F6QM1DW","A18TCR555RWUZV",751,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M95pdf.png",836,"6/13/1967","9/26/1969","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2318","3WGCNLZJKF8O3DC7TJC13G0F6QM1DW","A25WNYPSSDNEVE",1082,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M95pdf.png",836,"6/13/1967","9/26/1969","nyeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2319","3WGCNLZJKF8O3DC7TJC13G0F6QM1DW","A1VWA8PZEGTZ9I",67,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M95pdf.png",836,"6/13/1967","9/26/1969","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2320","3CKVGCS3PG5UYDA7UQ3QKA3521P0SL","A7TP8TTJ88Y0R",43,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M96pdf.png",1325,"6/13/1967","1/28/1971","myeloproliferative sybdrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2321","3CKVGCS3PG5UYDA7UQ3QKA3521P0SL","A29374NDYXSCWB",1330,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M96pdf.png",1325,"6/13/1967","1/28/1971","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2322","3CKVGCS3PG5UYDA7UQ3QKA3521P0SL","ABOEYY9Y0PFRI",1246,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50M96pdf.png",1325,"6/13/1967","1/28/1971","myeloproliferation syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2323","32PT7WK7DMFKDGQMGNQKR9FC4AZ3DP","A29374NDYXSCWB",693,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50X01pdf.png",1549,"10/9/1967","1/5/1972","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2324","32PT7WK7DMFKDGQMGNQKR9FC4AZ3DP","A1ET2J1PIP0RGO",401,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50X01pdf.png",1549,"10/9/1967","1/5/1972","hyeloproliferative syndrom","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2325","32PT7WK7DMFKDGQMGNQKR9FC4AZ3DP","AO0CQ0WT4FT7T",729,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50X01pdf.png",1549,"10/9/1967","1/5/1972","myeloproliferative syndrome","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2326","3NOEP8XAU425IB0Q5LO3YJL5PN2XPU","A3RYI5HXC2MJLN",2663,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50X02pdf.png",3526,"10/9/1967","6/4/1977","ulcerative gastritis; terminated 5/31/77: osteosarcoma ulna pathologic fracture; amputation","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2327","3NOEP8XAU425IB0Q5LO3YJL5PN2XPU","A34WAR0H85FL2K",733,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50X02pdf.png",3526,"10/9/1967","6/4/1977","ulcerative gastritis; terminated 5/31/77: osteosarcoma ulna pathologic fracture; amputation","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"2328","3NOEP8XAU425IB0Q5LO3YJL5PN2XPU","ADJ9I7ZBFYFH7",132,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000596D50X02pdf.png",3526,"10/9/1967","6/4/1977","ulcerative gastritis; terminated 5/31/77: osteosarcoma ulsa pathologic fracture; amputation","9 656 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
