"","study","group","age","born","died","findings","autopsy"
"669","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3405","6/7/1964","10/3/1973","metastatic transitional cell carcinoma renal pelvis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F62.pdf"
"670","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","6078","6/7/1964","1/27/1981","metastatic pancreatic adenocarcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F63.pdf"
"671","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","6169","6/7/1964","4/28/1981","transitional cell carcinoma trigone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F64.pdf"
"672","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","219","6/7/1964","1/12/1965","anesthetic death","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F65.pdf"
"673","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","1332","8/22/1964","4/15/1968","epilepsy (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F67.pdf"
"674","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","1590","8/22/1964","12/29/1968","accidental death (strangulation on chain)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F68.pdf"
"675","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","10/11/1964","10/11/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F73.pdf"
"676","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4502","10/11/1964","2/7/1977","metastatic carcinoma of undetermined origin","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F74.pdf"
"677","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","5659","10/11/1964","4/9/1980","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F75.pdf"
"678","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","8/30/1965","8/30/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F77.pdf"
"679","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","2","8/30/1965","9/1/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40F78.pdf"
"680","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4937","1/4/1964","7/11/1977","metastatic hemangiosarcoma (primary site unknown)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M51.pdf"
"681","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4804","3/24/1964","5/19/1977","bronchogenic carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M53.pdf"
"682","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4929","3/24/1964","9/21/1977","metastatic nasal carcinoma; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M54.pdf"
"683","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3677","3/24/1964","4/18/1974","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M55.pdf"
"684","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","426","3/24/1964","5/24/1965","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M56.pdf"
"685","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","5/26/1964","5/26/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M60.pdf"
"686","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","5/26/1964","5/26/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M61.pdf"
"687","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","6/7/1964","6/7/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M66.pdf"
"688","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4468","8/22/1964","11/15/1976","hyperadrenalcorticism","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M69.pdf"
"689","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4422","8/22/1964","9/30/1976","hepatocellular adenoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M70.pdf"
"690","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","1014","8/22/1964","6/2/1967","epilepsy (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M71.pdf"
"691","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4573","8/22/1964","2/28/1977","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M72.pdf"
"692","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","840","10/11/1964","1/29/1967","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000376/D40M76.pdf"
"693","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2","12/25/1961","12/27/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F13.pdf"
"694","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","549","12/25/1961","6/27/1963","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F14.pdf"
"695","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","26","4/13/1962","5/9/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F20.pdf"
"696","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","4/24/1962","4/24/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F22.pdf"
"697","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1","4/24/1962","4/25/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F23.pdf"
"698","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2","4/24/1962","4/26/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F24.pdf"
"699","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2","4/26/1962","4/28/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F27.pdf"
"700","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2","4/26/1962","4/28/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F28.pdf"
"701","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1174","4/26/1962","7/13/1965","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F29.pdf"
"702","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1331","4/26/1962","12/17/1965","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F30.pdf"
"703","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2180","4/21/1963","4/9/1969","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F34.pdf"
"704","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","22","4/21/1963","5/13/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F35.pdf"
"705","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3672","4/21/1963","5/10/1973","squamous cell carcinoma periodontal origin & metastatic osteosarcoma right mandible; obs:","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F36.pdf"
"706","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3256","4/21/1963","3/20/1972","osteosarcoma ischium & temporal bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F37.pdf"
"707","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","505","12/12/1963","4/30/1965","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F40.pdf"
"708","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","12/25/1963","12/25/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F44.pdf"
"709","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2604","12/25/1963","2/10/1971","metastatic osteosarcoma right mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F45.pdf"
"710","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3144","12/25/1963","8/3/1972","squamous cell carcinoma mandible; obs: neoplasm was adjacent to bone; terminated 6/08/72: osteosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F46.pdf"
"711","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","19","3/23/1964","4/11/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F49.pdf"
"712","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3","3/23/1964","3/26/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F50.pdf"
"713","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2787","3/23/1964","11/9/1971","osteosarcoma 1st cervical vertebra & bronchopneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F51.pdf"
"714","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2187","3/23/1964","3/19/1970","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F52.pdf"
"715","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1799","3/23/1964","2/24/1969","osteosarcoma mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F53.pdf"
"716","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3076","3/28/1964","8/29/1972","osteosarcoma femur (died during amputation surgery); terminated 8/29/72: osteosarcoma femur (died during","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F56.pdf"
"717","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3138","5/25/1964","12/27/1972","osteophytosis temporal bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F61.pdf"
"718","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3242","5/25/1964","4/10/1973","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50F62.pdf"
"719","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","12/25/1961","12/25/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M15.pdf"
"720","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","12/25/1961","12/25/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M16.pdf"
"721","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","12/25/1961","12/25/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M17.pdf"
"722","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","29","12/25/1961","1/23/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M18.pdf"
"723","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","262","12/25/1961","9/13/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M19.pdf"
"724","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1703","4/13/1962","12/11/1966","cerebral hemorrhage","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M21.pdf"
"725","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1","4/24/1962","4/25/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M25.pdf"
"726","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2417","4/24/1962","12/5/1968","osteosarcoma right mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M26.pdf"
"727","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3197","4/26/1962","1/26/1971","osteosarcoma right mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M31.pdf"
"728","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","827","4/26/1962","7/31/1964","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M32.pdf"
"729","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","571","4/26/1962","11/18/1963","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M33.pdf"
"730","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","4/21/1963","4/21/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M38.pdf"
"731","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","971","4/21/1963","12/17/1965","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M39.pdf"
"732","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1276","12/12/1963","6/10/1967","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M41.pdf"
"733","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2412","12/12/1963","7/20/1970","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M42.pdf"
"734","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2337","12/12/1963","5/6/1970","squamous cell carcinoma right mandible; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M43.pdf"
"735","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","12/25/1963","12/25/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M47.pdf"
"736","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1","12/25/1963","12/26/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M48.pdf"
"737","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3","3/23/1964","3/26/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M54.pdf"
"738","02 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3287","3/23/1964","3/23/1973","metastatic hemangiosarcoma (primary site not in bone)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M55.pdf"
"739","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3511","3/28/1964","11/7/1973","osteosarcoma right petrous temporal bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M57.pdf"
"740","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1825","3/28/1964","3/27/1969","granulomatous meningoencephalitis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M58.pdf"
"741","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","359","3/28/1964","3/22/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000595/D50M59.pdf"
"742","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3608","5/25/1964","4/11/1974","metastatic osteosarcoma; terminated 12/15/73: osteosarcoma scapula; amputation 12/15/73, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F60.pdf"
"743","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2361","7/14/1964","12/31/1970","osteosarcoma right ulna","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F65.pdf"
"744","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2586","7/14/1964","8/13/1971","osteosarcoma pelvis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F66.pdf"
"745","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1533","7/14/1964","9/24/1968","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F69.pdf"
"746","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1095","7/14/1964","7/14/1967","epilepsy","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F70.pdf"
"747","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","8/29/1965","8/29/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F72.pdf"
"748","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3130","9/21/1965","4/17/1974","radiation osteodystrophy pathologic fractures right tibia and right mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F75.pdf"
"749","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1275","9/21/1965","3/19/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F76.pdf"
"750","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1599","9/21/1965","2/6/1970","myeloprofilerative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F77.pdf"
"751","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1","1/2/1966","1/3/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F78.pdf"
"752","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","467","1/2/1966","4/14/1967","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F80.pdf"
"753","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2611","2/25/1966","4/20/1973","myeloproliferative syndrome (aplastic anemia)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F83.pdf"
"754","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2049","2/25/1966","10/6/1971","metastatic squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F84.pdf"
"755","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","7/6/1966","7/6/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F88.pdf"
"756","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3058","7/6/1966","11/19/1974","undifferentiated sarcoma femur and osteosarcoma ischium","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F89.pdf"
"757","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1123","6/13/1967","7/10/1970","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50F92.pdf"
"758","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3658","5/25/1964","5/31/1974","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M63.pdf"
"759","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1278","5/25/1964","11/24/1967","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M64.pdf"
"760","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2715","7/14/1964","12/20/1971","osteosarcoma & fibrosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M68.pdf"
