"o","l","source","analysis"
1.08,0.140799061145492,"Combined posterior","new:
  meta-regression
  positive constraints"
1.09,0.136204465977356,"Combined posterior","new:
  meta-regression
  positive constraints"
1.1,0.131798454659158,"Combined posterior","new:
  meta-regression
  positive constraints"
1.11,0.127572273018078,"Combined posterior","new:
  meta-regression
  positive constraints"
1.12,0.123517593478474,"Combined posterior","new:
  meta-regression
  positive constraints"
1.13,0.119626495084357,"Combined posterior","new:
  meta-regression
  positive constraints"
1.14,0.11589144429322,"Combined posterior","new:
  meta-regression
  positive constraints"
1.15,0.112305276456147,"Combined posterior","new:
  meta-regression
  positive constraints"
1.16,0.108861178026137,"Combined posterior","new:
  meta-regression
  positive constraints"
1.17,0.105552669493272,"Combined posterior","new:
  meta-regression
  positive constraints"
1.18,0.102373589058394,"Combined posterior","new:
  meta-regression
  positive constraints"
1.19,0.0993180769607666,"Combined posterior","new:
  meta-regression
  positive constraints"
1.2,0.0963805605281887,"Combined posterior","new:
  meta-regression
  positive constraints"
1.21,0.0935557398769511,"Combined posterior","new:
  meta-regression
  positive constraints"
1.22,0.0908385743099406,"Combined posterior","new:
  meta-regression
  positive constraints"
1.23,0.0882242692676113,"Combined posterior","new:
  meta-regression
  positive constraints"
1.24,0.0857082639990841,"Combined posterior","new:
  meta-regression
  positive constraints"
1.25,0.0832862197110603,"Combined posterior","new:
  meta-regression
  positive constraints"
1.26,0.0809540083720702,"Combined posterior","new:
  meta-regression
  positive constraints"
1.27,0.0787077020475632,"Combined posterior","new:
  meta-regression
  positive constraints"
1.28,0.0765435627284447,"Combined posterior","new:
  meta-regression
  positive constraints"
1.29,0.0744580326971128,"Combined posterior","new:
  meta-regression
  positive constraints"
1.3,0.0724477253770626,"Combined posterior","new:
  meta-regression
  positive constraints"
1.31,0.0705094166152509,"Combined posterior","new:
  meta-regression
  positive constraints"
1.32,0.0686400364417982,"Combined posterior","new:
  meta-regression
  positive constraints"
1.33,0.0668366612276445,"Combined posterior","new:
  meta-regression
  positive constraints"
1.34,0.0650965062678387,"Combined posterior","new:
  meta-regression
  positive constraints"
1.35,0.0634169186948566,"Combined posterior","new:
  meta-regression
  positive constraints"
1.36,0.0617953708427594,"Combined posterior","new:
  meta-regression
  positive constraints"
1.37,0.0602294538635799,"Combined posterior","new:
  meta-regression
  positive constraints"
1.38,0.0587168717367903,"Combined posterior","new:
  meta-regression
  positive constraints"
1.39,0.0572554355717625,"Combined posterior","new:
  meta-regression
  positive constraints"
1.4,0.0558430582108733,"Combined posterior","new:
  meta-regression
  positive constraints"
1.41,0.0544777490952766,"Combined posterior","new:
  meta-regression
  positive constraints"
1.42,0.0531576094284468,"Combined posterior","new:
  meta-regression
  positive constraints"
1.43,0.0518808275831316,"Combined posterior","new:
  meta-regression
  positive constraints"
1.44,0.0506456747286857,"Combined posterior","new:
  meta-regression
  positive constraints"
1.45,0.0494505007115414,"Combined posterior","new:
  meta-regression
  positive constraints"
1.46,0.048293730149931,"Combined posterior","new:
  meta-regression
  positive constraints"
1.47,0.0471738587210953,"Combined posterior","new:
  meta-regression
  positive constraints"
1.48,0.0460894496355803,"Combined posterior","new:
  meta-regression
  positive constraints"
1.49,0.0450391303291819,"Combined posterior","new:
  meta-regression
  positive constraints"
1.5,0.0440215892981352,"Combined posterior","new:
  meta-regression
  positive constraints"
1.51,0.0430355730998026,"Combined posterior","new:
  meta-regression
  positive constraints"
1.52,0.0420798835260703,"Combined posterior","new:
  meta-regression
  positive constraints"
1.53,0.0411533749161022,"Combined posterior","new:
  meta-regression
  positive constraints"
1.54,0.0402549516055746,"Combined posterior","new:
  meta-regression
  positive constraints"
1.55,0.0393835655089402,"Combined posterior","new:
  meta-regression
  positive constraints"
1.56,0.0385382138298041,"Combined posterior","new:
  meta-regression
  positive constraints"
1.57,0.0377179368902441,"Combined posterior","new:
  meta-regression
  positive constraints"
1.58,0.0369218160669079,"Combined posterior","new:
  meta-regression
  positive constraints"
1.59,0.0361489718399675,"Combined posterior","new:
  meta-regression
  positive constraints"
1.6,0.0353985619325113,"Combined posterior","new:
  meta-regression
  positive constraints"
1.61,0.0346697795582607,"Combined posterior","new:
  meta-regression
  positive constraints"
1.62,0.0339618517438706,"Combined posterior","new:
  meta-regression
  positive constraints"
1.63,0.0332740377550975,"Combined posterior","new:
  meta-regression
  positive constraints"
1.64,0.0326056275755491,"Combined posterior","new:
  meta-regression
  positive constraints"
1.65,0.0319559404953447,"Combined posterior","new:
  meta-regression
  positive constraints"
1.66,0.0313243237545248,"Combined posterior","new:
  meta-regression
  positive constraints"
1.67,0.0307101512310237,"Combined posterior","new:
  meta-regression
  positive constraints"
1.68,0.0301128222518863,"Combined posterior","new:
  meta-regression
  positive constraints"
1.69,0.0295317604036128,"Combined posterior","new:
  meta-regression
  positive constraints"
1.7,0.028966412448211,"Combined posterior","new:
  meta-regression
  positive constraints"
1.71,0.0284162472551179,"Combined posterior","new:
  meta-regression
  positive constraints"
1.72,0.027880754816993,"Combined posterior","new:
  meta-regression
  positive constraints"
1.73,0.0273594452977536,"Combined posterior","new:
  meta-regression
  positive constraints"
1.74,0.0268518481269039,"Combined posterior","new:
  meta-regression
  positive constraints"
1.75,0.0263575111548005,"Combined posterior","new:
  meta-regression
  positive constraints"
1.76,0.0258759998198417,"Combined posterior","new:
  meta-regression
  positive constraints"
1.77,0.0254068963804338,"Combined posterior","new:
  meta-regression
  positive constraints"
1.78,0.0249497991845046,"Combined posterior","new:
  meta-regression
  positive constraints"
1.79,0.0245043219519075,"Combined posterior","new:
  meta-regression
  positive constraints"
1.8,0.0240700931194574,"Combined posterior","new:
  meta-regression
  positive constraints"
1.81,0.0236467551937475,"Combined posterior","new:
  meta-regression
  positive constraints"
1.82,0.0232339641497752,"Combined posterior","new:
  meta-regression
  positive constraints"
1.83,0.0228313888556891,"Combined posterior","new:
  meta-regression
  positive constraints"
1.84,0.0224387105172075,"Combined posterior","new:
  meta-regression
  positive constraints"
1.85,0.0220556221537525,"Combined posterior","new:
  meta-regression
  positive constraints"
1.86,0.0216818281029549,"Combined posterior","new:
  meta-regression
  positive constraints"
1.87,0.0213170435468278,"Combined posterior","new:
  meta-regression
  positive constraints"
1.88,0.0209609940458,"Combined posterior","new:
  meta-regression
  positive constraints"
1.89,0.0206134151166313,"Combined posterior","new:
  meta-regression
  positive constraints"
1.9,0.0202740518167405,"Combined posterior","new:
  meta-regression
  positive constraints"
1.91,0.0199426583531389,"Combined posterior","new:
  meta-regression
  positive constraints"
1.92,0.0196189976960686,"Combined posterior","new:
  meta-regression
  positive constraints"
1.93,0.0193028412347351,"Combined posterior","new:
  meta-regression
  positive constraints"
1.94,0.0189939684229462,"Combined posterior","new:
  meta-regression
  positive constraints"
1.95,0.0186921664613134,"Combined posterior","new:
  meta-regression
  positive constraints"
1.96,0.0183972299799509,"Combined posterior","new:
  meta-regression
  positive constraints"
1.97,0.0181089607403813,"Combined posterior","new:
  meta-regression
  positive constraints"
1.98,0.0178271673526907,"Combined posterior","new:
  meta-regression
  positive constraints"
1.99,0.0175516650052326,"Combined posterior","new:
  meta-regression
  positive constraints"
2,0.0172822752012356,"Combined posterior","new:
  meta-regression
  positive constraints"
2.01,0.0170188255112271,"Combined posterior","new:
  meta-regression
  positive constraints"
2.02,0.0167611493351716,"Combined posterior","new:
  meta-regression
  positive constraints"
2.03,0.0165090856762579,"Combined posterior","new:
  meta-regression
  positive constraints"
2.04,0.0162624789264168,"Combined posterior","new:
  meta-regression
  positive constraints"
2.05,0.0160211786519354,"Combined posterior","new:
  meta-regression
  positive constraints"
2.06,0.0157850393993198,"Combined posterior","new:
  meta-regression
  positive constraints"
2.07,0.0155539205037218,"Combined posterior","new:
  meta-regression
  positive constraints"
2.08,0.0153276859088728,"Combined posterior","new:
  meta-regression
  positive constraints"
2.09,0.0151062039884578,"Combined posterior","new:
  meta-regression
  positive constraints"
2.1,0.0148893473830553,"Combined posterior","new:
  meta-regression
  positive constraints"
2.11,0.0146769928377942,"Combined posterior","new:
  meta-regression
  positive constraints"
2.12,0.0144690210530125,"Combined posterior","new:
  meta-regression
  positive constraints"
2.13,0.0142653165307357,"Combined posterior","new:
  meta-regression
  positive constraints"
2.14,0.0140657674412016,"Combined posterior","new:
  meta-regression
  positive constraints"
2.15,0.0138702654854039,"Combined posterior","new:
  meta-regression
  positive constraints"
2.16,0.0136787057632515,"Combined posterior","new:
  meta-regression
  positive constraints"
2.17,0.0134909866515492,"Combined posterior","new:
  meta-regression
  positive constraints"
2.18,0.0133070096904738,"Combined posterior","new:
  meta-regression
  positive constraints"
2.19,0.0131266794617577,"Combined posterior","new:
  meta-regression
  positive constraints"
2.2,0.0129499034814622,"Combined posterior","new:
  meta-regression
  positive constraints"
2.21,0.0127765920983231,"Combined posterior","new:
  meta-regression
  positive constraints"
2.22,0.0126066583909315,"Combined posterior","new:
  meta-regression
  positive constraints"
2.23,0.0124400180696081,"Combined posterior","new:
  meta-regression
  positive constraints"
2.24,0.0122765893879294,"Combined posterior","new:
  meta-regression
  positive constraints"
2.25,0.0121162930494794,"Combined posterior","new:
  meta-regression
  positive constraints"
2.26,0.0119590521238586,"Combined posterior","new:
  meta-regression
  positive constraints"
2.27,0.0118047919662974,"Combined posterior","new:
  meta-regression
  positive constraints"
2.28,0.011653440134537,"Combined posterior","new:
  meta-regression
  positive constraints"
2.29,0.0115049263182608,"Combined posterior","new:
  meta-regression
  positive constraints"
2.3,0.0113591822605285,"Combined posterior","new:
  meta-regression
  positive constraints"
2.31,0.0112161416943347,"Combined posterior","new:
  meta-regression
  positive constraints"
2.32,0.0110757402685247,"Combined posterior","new:
  meta-regression
  positive constraints"
2.33,0.0109379154883857,"Combined posterior","new:
  meta-regression
  positive constraints"
2.34,0.0108026066498582,"Combined posterior","new:
  meta-regression
  positive constraints"
2.35,0.0106697547811774,"Combined posterior","new:
  meta-regression
  positive constraints"
2.36,0.0105393025855057,"Combined posterior","new:
  meta-regression
  positive constraints"
2.37,0.0104111943833707,"Combined posterior","new:
  meta-regression
  positive constraints"
2.38,0.0102853760645511,"Combined posterior","new:
  meta-regression
  positive constraints"
2.39,0.0101617950270458,"Combined posterior","new:
  meta-regression
  positive constraints"
2.4,0.0100404001389469,"Combined posterior","new:
  meta-regression
  positive constraints"
2.41,0.00992114168281906,"Combined posterior","new:
  meta-regression
  positive constraints"
2.42,0.00980397131362692,"Combined posterior","new:
  meta-regression
  positive constraints"
2.43,0.00968884201107625,"Combined posterior","new:
  meta-regression
  positive constraints"
2.44,0.00957570804335005,"Combined posterior","new:
  meta-regression
  positive constraints"
2.45,0.00946452491806946,"Combined posterior","new:
  meta-regression
  positive constraints"
2.46,0.00935524934899748,"Combined posterior","new:
  meta-regression
  positive constraints"
2.47,0.00924783921419842,"Combined posterior","new:
  meta-regression
  positive constraints"
2.48,0.00914225352315126,"Combined posterior","new:
  meta-regression
  positive constraints"
2.49,0.00903845237736116,"Combined posterior","new:
  meta-regression
  positive constraints"
2.5,0.00893639693716463,"Combined posterior","new:
  meta-regression
  positive constraints"
2.51,0.00883604939144754,"Combined posterior","new:
  meta-regression
  positive constraints"
2.52,0.00873737292273426,"Combined posterior","new:
  meta-regression
  positive constraints"
2.53,0.00864033167820109,"Combined posterior","new:
  meta-regression
  positive constraints"
2.54,0.00854489073968376,"Combined posterior","new:
  meta-regression
  positive constraints"
2.55,0.00845101609452582,"Combined posterior","new:
  meta-regression
  positive constraints"
2.56,0.00835867461004621,"Combined posterior","new:
  meta-regression
  positive constraints"
2.57,0.00826783400335942,"Combined posterior","new:
  meta-regression
  positive constraints"
2.58,0.00817846282083838,"Combined posterior","new:
  meta-regression
  positive constraints"
2.59,0.00809053040754028,"Combined posterior","new:
  meta-regression
  positive constraints"
2.6,0.00800400688771636,"Combined posterior","new:
  meta-regression
  positive constraints"
2.61,0.00791886313982768,"Combined posterior","new:
  meta-regression
  positive constraints"
2.62,0.00783507077421331,"Combined posterior","new:
  meta-regression
  positive constraints"
2.63,0.00775260211223528,"Combined posterior","new:
  meta-regression
  positive constraints"
2.64,0.00767143016494082,"Combined posterior","new:
  meta-regression
  positive constraints"
2.65,0.00759152861237457,"Combined posterior","new:
  meta-regression
  positive constraints"
2.66,0.00751287178493979,"Combined posterior","new:
  meta-regression
  positive constraints"
2.67,0.00743543464397375,"Combined posterior","new:
  meta-regression
  positive constraints"
2.68,0.00735919276440725,"Combined posterior","new:
  meta-regression
  positive constraints"
2.69,0.0072841223171818,"Combined posterior","new:
  meta-regression
  positive constraints"
2.7,0.00721020004903316,"Combined posterior","new:
  meta-regression
  positive constraints"
2.71,0.00713740327134357,"Combined posterior","new:
  meta-regression
  positive constraints"
2.72,0.00706570984109158,"Combined posterior","new:
  meta-regression
  positive constraints"
2.73,0.00699509814344692,"Combined posterior","new:
  meta-regression
  positive constraints"
2.74,0.00692554708253453,"Combined posterior","new:
  meta-regression
  positive constraints"
2.75,0.00685703606027699,"Combined posterior","new:
  meta-regression
  positive constraints"
2.76,0.00678954496910249,"Combined posterior","new:
  meta-regression
  positive constraints"
2.77,0.00672305417267576,"Combined posterior","new:
  meta-regression
  positive constraints"
2.78,0.00665754449611618,"Combined posterior","new:
  meta-regression
  positive constraints"
2.79,0.00659299721188143,"Combined posterior","new:
  meta-regression
  positive constraints"
2.8,0.00652939402880579,"Combined posterior","new:
  meta-regression
  positive constraints"
2.81,0.00646671707859775,"Combined posterior","new:
  meta-regression
  positive constraints"
2.82,0.0064049489061964,"Combined posterior","new:
  meta-regression
  positive constraints"
2.83,0.00634407245615374,"Combined posterior","new:
  meta-regression
  positive constraints"
2.84,0.00628407106404336,"Combined posterior","new:
  meta-regression
  positive constraints"
2.85,0.00622492844462917,"Combined posterior","new:
  meta-regression
  positive constraints"
2.86,0.0061666286827676,"Combined posterior","new:
  meta-regression
  positive constraints"
2.87,0.00610915622176704,"Combined posterior","new:
  meta-regression
  positive constraints"
2.88,0.00605249585615316,"Combined posterior","new:
  meta-regression
  positive constraints"
2.89,0.00599663272082204,"Combined posterior","new:
  meta-regression
  positive constraints"
2.9,0.00594155228242702,"Combined posterior","new:
  meta-regression
  positive constraints"
2.91,0.00588724033126952,"Combined posterior","new:
  meta-regression
  positive constraints"
2.92,0.00583368297153954,"Combined posterior","new:
  meta-regression
  positive constraints"
2.93,0.00578086661407893,"Combined posterior","new:
  meta-regression
  positive constraints"
2.94,0.00572877796864851,"Combined posterior","new:
  meta-regression
  positive constraints"
2.95,0.00567740403522118,"Combined posterior","new:
  meta-regression
  positive constraints"
2.96,0.00562673209815169,"Combined posterior","new:
  meta-regression
  positive constraints"
2.97,0.00557674971682786,"Combined posterior","new:
  meta-regression
  positive constraints"
2.98,0.00552744471972831,"Combined posterior","new:
  meta-regression
  positive constraints"
2.99,0.0054788051978299,"Combined posterior","new:
  meta-regression
  positive constraints"
3,0.00543081949709806,"Combined posterior","new:
  meta-regression
  positive constraints"
3.01,0.00538347621399708,"Combined posterior","new:
  meta-regression
  positive constraints"
3.02,0.0053367641858182,"Combined posterior","new:
  meta-regression
  positive constraints"
3.03,0.00529067248811751,"Combined posterior","new:
  meta-regression
  positive constraints"
3.04,0.00524519042626394,"Combined posterior","new:
  meta-regression
  positive constraints"
3.05,0.00520030753137087,"Combined posterior","new:
  meta-regression
  positive constraints"
3.06,0.00515601355322673,"Combined posterior","new:
  meta-regression
  positive constraints"
3.07,0.00511229845688374,"Combined posterior","new:
  meta-regression
  positive constraints"
3.08,0.00506915241554714,"Combined posterior","new:
  meta-regression
  positive constraints"
3.09,0.00502656580570341,"Combined posterior","new:
  meta-regression
  positive constraints"
3.1,0.00498452920318446,"Combined posterior","new:
  meta-regression
  positive constraints"
3.11,0.00494303337736049,"Combined posterior","new:
  meta-regression
  positive constraints"
3.12,0.00490206928715754,"Combined posterior","new:
  meta-regression
  positive constraints"
3.13,0.0048616280755659,"Combined posterior","new:
  meta-regression
  positive constraints"
3.14,0.00482170106661929,"Combined posterior","new:
  meta-regression
  positive constraints"
3.15,0.00478227975959659,"Combined posterior","new:
  meta-regression
  positive constraints"
3.16,0.00474335582526009,"Combined posterior","new:
  meta-regression
  positive constraints"
3.17,0.00470492110245407,"Combined posterior","new:
  meta-regression
  positive constraints"
3.18,0.00466696759350547,"Combined posterior","new:
  meta-regression
  positive constraints"
3.19,0.0046294874604953,"Combined posterior","new:
  meta-regression
  positive constraints"
3.2,0.00459247302095001,"Combined posterior","new:
  meta-regression
  positive constraints"
3.21,0.0045559167460533,"Combined posterior","new:
  meta-regression
  positive constraints"
3.22,0.00451981125450655,"Combined posterior","new:
  meta-regression
  positive constraints"
3.23,0.00448414931080517,"Combined posterior","new:
  meta-regression
  positive constraints"
3.24,0.00444892382141049,"Combined posterior","new:
  meta-regression
  positive constraints"
3.25,0.0044141278312509,"Combined posterior","new:
  meta-regression
  positive constraints"
3.26,0.00437975452073611,"Combined posterior","new:
  meta-regression
  positive constraints"
3.27,0.00434579720317878,"Combined posterior","new:
  meta-regression
  positive constraints"
3.28,0.00431224932090149,"Combined posterior","new:
  meta-regression
  positive constraints"
3.29,0.00427910444214265,"Combined posterior","new:
  meta-regression
  positive constraints"
3.3,0.00424635625888051,"Combined posterior","new:
  meta-regression
  positive constraints"
3.31,0.00421399858434519,"Combined posterior","new:
  meta-regression
  positive constraints"
3.32,0.00418202534915816,"Combined posterior","new:
  meta-regression
  positive constraints"
3.33,0.00415043059993254,"Combined posterior","new:
  meta-regression
  positive constraints"
3.34,0.00411920849508628,"Combined posterior","new:
  meta-regression
  positive constraints"
3.35,0.00408835330416207,"Combined posterior","new:
  meta-regression
  positive constraints"
3.36,0.00405785940418003,"Combined posterior","new:
  meta-regression
  positive constraints"
3.37,0.00402772127722788,"Combined posterior","new:
  meta-regression
  positive constraints"
3.38,0.00399793350883797,"Combined posterior","new:
  meta-regression
  positive constraints"
3.39,0.00396849078572053,"Combined posterior","new:
  meta-regression
  positive constraints"
3.4,0.00393938789232976,"Combined posterior","new:
  meta-regression
  positive constraints"
3.41,0.00391061971013214,"Combined posterior","new:
  meta-regression
  positive constraints"
3.42,0.00388218121448785,"Combined posterior","new:
  meta-regression
  positive constraints"
3.43,0.00385406747372026,"Combined posterior","new:
  meta-regression
  positive constraints"
3.44,0.00382627364593263,"Combined posterior","new:
  meta-regression
  positive constraints"
3.45,0.00379879497744458,"Combined posterior","new:
  meta-regression
  positive constraints"
3.46,0.00377162680145524,"Combined posterior","new:
  meta-regression
  positive constraints"
3.47,0.00374476453543557,"Combined posterior","new:
  meta-regression
  positive constraints"
3.48,0.00371820367966182,"Combined posterior","new:
  meta-regression
  positive constraints"
3.49,0.00369193981569714,"Combined posterior","new:
  meta-regression
  positive constraints"
3.5,0.00366596860354513,"Combined posterior","new:
  meta-regression
  positive constraints"
3.51,0.0036402857822856,"Combined posterior","new:
  meta-regression
  positive constraints"
3.52,0.00361488716559999,"Combined posterior","new:
  meta-regression
  positive constraints"
3.53,0.00358976864226995,"Combined posterior","new:
  meta-regression
  positive constraints"
3.54,0.00356492617372417,"Combined posterior","new:
  meta-regression
  positive constraints"
3.55,0.00354035579249028,"Combined posterior","new:
  meta-regression
  positive constraints"
3.56,0.0035160536016551,"Combined posterior","new:
  meta-regression
  positive constraints"
3.57,0.00349201577175492,"Combined posterior","new:
  meta-regression
  positive constraints"
3.58,0.0034682385403651,"Combined posterior","new:
  meta-regression
  positive constraints"
3.59,0.00344471821146116,"Combined posterior","new:
  meta-regression
  positive constraints"
3.6,0.00342145115243423,"Combined posterior","new:
  meta-regression
  positive constraints"
3.61,0.00339843379355905,"Combined posterior","new:
  meta-regression
  positive constraints"
3.62,0.0033756626277873,"Combined posterior","new:
  meta-regression
  positive constraints"
3.63,0.00335313420685945,"Combined posterior","new:
  meta-regression
  positive constraints"
3.64,0.00333084514279225,"Combined posterior","new:
  meta-regression
  positive constraints"
3.65,0.00330879210544559,"Combined posterior","new:
  meta-regression
  positive constraints"
3.66,0.00328697182059897,"Combined posterior","new:
  meta-regression
  positive constraints"
3.67,0.00326538107103283,"Combined posterior","new:
  meta-regression
  positive constraints"
3.68,0.00324401669287671,"Combined posterior","new:
  meta-regression
  positive constraints"
3.69,0.00322287557619061,"Combined posterior","new:
  meta-regression
  positive constraints"
3.7,0.00320195466324607,"Combined posterior","new:
  meta-regression
  positive constraints"
3.71,0.00318125094778316,"Combined posterior","new:
  meta-regression
  positive constraints"
3.72,0.0031607614741013,"Combined posterior","new:
  meta-regression
  positive constraints"
3.73,0.00314048333488806,"Combined posterior","new:
  meta-regression
  positive constraints"
3.74,0.00312041367237802,"Combined posterior","new:
  meta-regression
  positive constraints"
3.75,0.00310054967493511,"Combined posterior","new:
  meta-regression
  positive constraints"
3.76,0.00308088857847819,"Combined posterior","new:
  meta-regression
  positive constraints"
3.77,0.00306142766431016,"Combined posterior","new:
  meta-regression
  positive constraints"
3.78,0.00304216425743374,"Combined posterior","new:
  meta-regression
  positive constraints"
3.79,0.0030230957280728,"Combined posterior","new:
  meta-regression
  positive constraints"
3.8,0.00300421948846947,"Combined posterior","new:
  meta-regression
  positive constraints"
3.81,0.00298553299309419,"Combined posterior","new:
  meta-regression
  positive constraints"
3.82,0.00296703373800829,"Combined posterior","new:
  meta-regression
  positive constraints"
3.83,0.00294871925973456,"Combined posterior","new:
  meta-regression
  positive constraints"
3.84,0.00293058713460153,"Combined posterior","new:
  meta-regression
  positive constraints"
3.85,0.00291263497779162,"Combined posterior","new:
  meta-regression
  positive constraints"
3.86,0.00289486044283624,"Combined posterior","new:
  meta-regression
  positive constraints"
3.87,0.00287726122050733,"Combined posterior","new:
  meta-regression
  positive constraints"
3.88,0.0028598350389222,"Combined posterior","new:
  meta-regression
  positive constraints"
3.89,0.00284257966180041,"Combined posterior","new:
  meta-regression
  positive constraints"
3.9,0.00282549288902698,"Combined posterior","new:
  meta-regression
  positive constraints"
3.91,0.00280857255453355,"Combined posterior","new:
  meta-regression
  positive constraints"
3.92,0.00279181652668735,"Combined posterior","new:
  meta-regression
  positive constraints"
3.93,0.00277522270722671,"Combined posterior","new:
  meta-regression
  positive constraints"
3.94,0.0027587890312561,"Combined posterior","new:
  meta-regression
  positive constraints"
3.95,0.00274251346570691,"Combined posterior","new:
  meta-regression
  positive constraints"
3.96,0.00272639400929264,"Combined posterior","new:
  meta-regression
  positive constraints"
3.97,0.00271042869152283,"Combined posterior","new:
  meta-regression
  positive constraints"
3.98,0.00269461557320735,"Combined posterior","new:
  meta-regression
  positive constraints"
3.99,0.00267895274433077,"Combined posterior","new:
  meta-regression
  positive constraints"
4,0.00266343832475117,"Combined posterior","new:
  meta-regression
  positive constraints"
4.01,0.00264807046315776,"Combined posterior","new:
  meta-regression
  positive constraints"
4.02,0.00263284733627436,"Combined posterior","new:
  meta-regression
  positive constraints"
4.03,0.00261776714928641,"Combined posterior","new:
  meta-regression
  positive constraints"
4.04,0.00260282813368389,"Combined posterior","new:
  meta-regression
  positive constraints"
4.05,0.0025880285493373,"Combined posterior","new:
  meta-regression
  positive constraints"
4.06,0.00257336668125997,"Combined posterior","new:
  meta-regression
  positive constraints"
4.07,0.00255884084041842,"Combined posterior","new:
  meta-regression
  positive constraints"
4.08,0.00254444936398326,"Combined posterior","new:
  meta-regression
  positive constraints"
4.09,0.00253019061347035,"Combined posterior","new:
  meta-regression
  positive constraints"
4.1,0.00251606297537548,"Combined posterior","new:
  meta-regression
  positive constraints"
4.11,0.00250206485986531,"Combined posterior","new:
  meta-regression
  positive constraints"
4.12,0.00248819470095583,"Combined posterior","new:
  meta-regression
  positive constraints"
4.13,0.00247445095593504,"Combined posterior","new:
  meta-regression
  positive constraints"
4.14,0.0024608321052537,"Combined posterior","new:
  meta-regression
  positive constraints"
4.15,0.00244733665115216,"Combined posterior","new:
  meta-regression
  positive constraints"
4.16,0.00243396311879606,"Combined posterior","new:
  meta-regression
  positive constraints"
4.17,0.00242071005420237,"Combined posterior","new:
  meta-regression
  positive constraints"
4.18,0.00240757602508158,"Combined posterior","new:
  meta-regression
  positive constraints"
4.19,0.00239455961989853,"Combined posterior","new:
  meta-regression
  positive constraints"
4.2,0.00238165944841777,"Combined posterior","new:
  meta-regression
  positive constraints"
4.21,0.00236887413965094,"Combined posterior","new:
  meta-regression
  positive constraints"
4.22,0.00235620234274537,"Combined posterior","new:
  meta-regression
  positive constraints"
4.23,0.0023436427267101,"Combined posterior","new:
  meta-regression
  positive constraints"
4.24,0.00233119397967105,"Combined posterior","new:
  meta-regression
  positive constraints"
4.25,0.00231885480826909,"Combined posterior","new:
  meta-regression
  positive constraints"
4.26,0.00230662393805392,"Combined posterior","new:
  meta-regression
  positive constraints"
4.27,0.00229450011270297,"Combined posterior","new:
  meta-regression
  positive constraints"
4.28,0.00228248209388682,"Combined posterior","new:
  meta-regression
  positive constraints"
4.29,0.00227056866071954,"Combined posterior","new:
  meta-regression
  positive constraints"
4.3,0.00225875860953979,"Combined posterior","new:
  meta-regression
  positive constraints"
4.31,0.00224705075428797,"Combined posterior","new:
  meta-regression
  positive constraints"
4.32,0.0022354439251529,"Combined posterior","new:
  meta-regression
  positive constraints"
4.33,0.00222393696907467,"Combined posterior","new:
  meta-regression
  positive constraints"
4.34,0.00221252874890592,"Combined posterior","new:
  meta-regression
  positive constraints"
4.35,0.0022012181437191,"Combined posterior","new:
  meta-regression
  positive constraints"
4.36,0.00219000404791002,"Combined posterior","new:
  meta-regression
  positive constraints"
4.37,0.00217888537168994,"Combined posterior","new:
  meta-regression
  positive constraints"
4.38,0.00216786104018023,"Combined posterior","new:
  meta-regression
  positive constraints"
4.39,0.00215692999341448,"Combined posterior","new:
  meta-regression
  positive constraints"
4.4,0.00214609118626004,"Combined posterior","new:
  meta-regression
  positive constraints"
4.41,0.00213534358762259,"Combined posterior","new:
  meta-regression
  positive constraints"
4.42,0.00212468618107537,"Combined posterior","new:
  meta-regression
  positive constraints"
4.43,0.00211411796363343,"Combined posterior","new:
  meta-regression
  positive constraints"
4.44,0.00210363794668542,"Combined posterior","new:
  meta-regression
  positive constraints"
4.45,0.00209324515461494,"Combined posterior","new:
  meta-regression
  positive constraints"
4.46,0.0020829386249546,"Combined posterior","new:
  meta-regression
  positive constraints"
4.47,0.00207271740896345,"Combined posterior","new:
  meta-regression
  positive constraints"
4.48,0.00206258057026175,"Combined posterior","new:
  meta-regression
  positive constraints"
4.49,0.00205252718518498,"Combined posterior","new:
  meta-regression
  positive constraints"
4.5,0.00204255634258748,"Combined posterior","new:
  meta-regression
  positive constraints"
4.51,0.00203266714369226,"Combined posterior","new:
  meta-regression
  positive constraints"
4.52,0.00202285870163433,"Combined posterior","new:
  meta-regression
  positive constraints"
4.53,0.00201313014139669,"Combined posterior","new:
  meta-regression
  positive constraints"
4.54,0.0020034805998395,"Combined posterior","new:
  meta-regression
  positive constraints"
4.55,0.00199390922515193,"Combined posterior","new:
  meta-regression
  positive constraints"
4.56,0.00198441517670253,"Combined posterior","new:
  meta-regression
  positive constraints"
4.57,0.00197499762536739,"Combined posterior","new:
  meta-regression
  positive constraints"
4.58,0.00196565575267224,"Combined posterior","new:
  meta-regression
  positive constraints"
4.59,0.00195638875111438,"Combined posterior","new:
  meta-regression
  positive constraints"
4.6,0.00194719582379023,"Combined posterior","new:
  meta-regression
  positive constraints"
4.61,0.00193807618410552,"Combined posterior","new:
  meta-regression
  positive constraints"
4.62,0.00192902905610644,"Combined posterior","new:
  meta-regression
  positive constraints"
4.63,0.00192005367319262,"Combined posterior","new:
  meta-regression
  positive constraints"
4.64,0.00191114928000148,"Combined posterior","new:
  meta-regression
  positive constraints"
4.65,0.00190231512985292,"Combined posterior","new:
  meta-regression
  positive constraints"
4.66,0.00189355048624738,"Combined posterior","new:
  meta-regression
  positive constraints"
