"dog_number","birth_date","death_mode","age","sex","group","tissues","comment","experiment","study","era_studyID","era_GroupID","dam","sire"
"4089","1983-05-28","less than 7 days old","2","M","20","0","REBRAL HEMORRHAGE;TRAUM
",NULL,"99","99","15","3836","2799"
"4090","1983-05-28","less than 7 days old","2","M","20","0","ARVATION
",NULL,"99","99","15","3836","2799"
"4091","1983-05-29","Euthanized for Non-Conformance","1297","F","20","0","CULLED
",NULL,"99","99","15","3922","2799"
"4092","1983-05-29","Euthanized for Non-Conformance","1297","F","20","0","CULLED
",NULL,"99","99","15","3922","2799"
"4093","1983-05-29","Euthanized for Non-Conformance","1297","F","20","0","CULLED
",NULL,"99","99","15","3922","2799"
"4094","1983-05-29","Accident","29","F","20","0","AUMA
",NULL,"99","99","15","3922","2799"
"4095","1983-05-29","less than 7 days old","1","F","20","0","STRIC DELATATION & RUPT
",NULL,"99","99","15","3922","2799"
"4096","1983-05-29","Euthanized for Non-Conformance","1297","F","20","0","CULLED
",NULL,"99","99","15","3922","2799"
"4097","1983-05-29","Accident","23","M","20","0","AUMA
",NULL,"99","99","15","3922","2799"
"4098","1983-05-29","Control Sacrifice","2087","M","150","6","SACRIFICED, CONTROL DATA
",NULL,"0","52","1","3922","2799"
"4099","1983-06-03","Transferred","2798","F","100","0","
","control","99","99","4","3686","2651"
"4100","1983-06-03","Control Sacrifice","2082","M","150","6","SACRIFICED, CONTROL DATA
",NULL,"0","52","1","3686","2651"
"4101","1983-06-03","Control Sacrifice","2089","M","150","6","SACRIFICED, CONTROL MATERIAL
",NULL,"0","52","1","3686","2651"
"4102","1983-06-23","less than 7 days old","1","M","20","0","ARVATION; PNEUMONIA
",NULL,"99","99","15","3986","2651"
"4103","1983-06-23","Age","42","F","20","1","LIVER FAILURE
",NULL,"99","99","15","3986","2651"
"4104","1983-06-23",,"2448","F","320","0","
",NULL,"99","99","12","3986","2651"
"4105","1983-06-23",,"2447","F","320","0","
",NULL,"99","99","12","3986","2651"
"4106","1983-06-23","Radiation","1744","M","3020","11","CARDIAC TAMPONADE
","cobalt_chronic","99","52","3","3986","2651"
"4107","1983-06-23","Control Sacrifice","2069","M","3000","6","SACRIFICED, CONTROL MATERIAL
","cobalt_chronic","99","52","2","3986","2651"
"4108","1983-06-23","Accident","18","M","20","0","AUMA
",NULL,"99","99","15","3986","2651"
"4109","1983-06-23","Radiation","823","M","3114","16","ANEMIA, HEMORRHAGE(CRAN
","cobalt_chronic","99","52","18","3986","2651"
"4110","1983-06-24","Euthanized for Non-Conformance","1271","F","20","0","CULLED
",NULL,"99","99","15","3842","2799"
"4111","1983-06-24","Euthanized for Non-Conformance","1271","F","20","0","CULLED
",NULL,"99","99","15","3842","2799"
"4112","1983-06-24","Lost","24","F","20","0","PRESUMED CANNIBALIZED
",NULL,"99","99","15","3842","2799"
"4113","1983-06-24","Euthanized for Non-Conformance","1271","F","20","0","CULLED
",NULL,"99","99","15","3842","2799"
"4114","1983-06-24","Euthanized for Non-Conformance","1271","F","20","0","CULLED
",NULL,"99","99","15","3842","2799"
"4115","1983-06-24","Control Sacrifice","2068","M","3020","6","SACRIFICED
","cobalt_chronic","99","52","3","3842","2799"
"4116","1983-06-24","Control Sacrifice","2068","M","3000","6","SACRIFICED
","cobalt_chronic","99","52","2","3842","2799"
"4117","1983-06-24","Accident","24","M","20","0","TRAUMA
",NULL,"99","99","15","3842","2799"
"4118","1983-09-30","less than 7 days old","0","F","10","0","TRAUMA
",NULL,"0","99","1","3645","2651"
"4119","1983-09-30","less than 7 days old","0","M","10","0","TRAUMA
",NULL,"0","99","1","3645","2651"
"4120","1983-09-30","less than 7 days old","0","M","10","0","TRAUMA
",NULL,"0","99","1","3645","2651"
"4121","1983-09-30","Radiation","690","M","3114","14","BM HYPOPLASIA, SEPTICEM
","cobalt_chronic","99","52","18","3645","2651"
"4122","1983-10-17","less than 7 days old","3","F","2960","0","PNEUMONIA - STARVATION
","cobalt_chronic","99","51","15","3996","3934"
"4123","1983-10-17","Sacrificed Moribund","136","F","2960","43","BM HYPOPLASIA
","cobalt_chronic","99","51","15","3996","3934"
"4124","1983-10-17","Sacrificed Moribund","625","F","2960","45","ANEMIA, BM HYPOPLASIA
","cobalt_chronic","99","51","15","3996","3934"
"4125","1983-10-17","Sacrificed Moribund","48","F","2960","2","PNEUMONIA - DIARRHEA
","cobalt_chronic","99","51","15","3996","3934"
"4126","1983-10-17","Radiation","1149","M","2960","40","ACUTE HEMORRHAGIC ENTERITIS
","cobalt_chronic","99","51","15","3996","3934"
"4127","1983-10-17","Radiation","337","M","2960","10","BM HYPOPLASIA
","cobalt_chronic","99","51","15","3996","3934"
"4128","1983-10-21","Euthanized for Non-Conformance","739","M","10","0","CULLED
",NULL,"0","99","1","3654","3688"
"4129","1983-10-29","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","3104","3688"
"4130","1983-10-29","less than 7 days old","1","F","10","0","TRAUMA - SUBDURAL HEMOR
",NULL,"0","99","1","3104","3688"
"4131","1983-10-29","less than 7 days old","6","F","10","0","PNEUMONIA
",NULL,"0","99","1","3104","3688"
"4132","1983-10-29","Sacrificed Moribund","8","F","10","0","PNEUMONIA
",NULL,"0","99","1","3104","3688"
"4133","1983-10-29","less than 7 days old","6","F","10","0","PNEUMONIA
",NULL,"0","99","1","3104","3688"
"4134","1983-10-29","less than 7 days old","3","F","10","0","PNEUMONIA - STARVATION
",NULL,"0","99","1","3104","3688"
"4135","1983-10-29","less than 7 days old","6","F","10","0","PNEUMONIA
",NULL,"0","99","1","3104","3688"
"4136","1983-10-29","less than 7 days old","2","F","10","0","TRAUMA - PERIT. W/ SUBD
",NULL,"0","99","1","3104","3688"
"4137","1983-10-29","Sacrificed Moribund","8","M","10","0","PNEUMONIA - HEM.SEPTICE
",NULL,"0","99","1","3104","3688"
"4138","1983-10-29","less than 7 days old","4","M","10","0","PNEUMONIA - INANITION
",NULL,"0","99","1","3104","3688"
"4139","1983-10-29","Stillborn","3","M","10","0","PNEUMONIA - INANITION
",NULL,"0","99","1","3104","3688"
"4140","1983-10-30","Sacrificed Moribund","1185","F","2960","38","
","cobalt_chronic","99","51","15","4008","2799"
"4141","1983-10-30","Radiation","1615","F","2960","42","ACUTE MONOBLASTIC LEUKEMIA
","cobalt_chronic","99","51","15","4008","2799"
"4142","1983-10-30","less than 7 days old","2","F","2960","3","INDETERMINATE
","cobalt_chronic","99","51","15","4008","2799"
"4143","1983-10-30","Radiation","329","F","2960","15","BM HYPOPLASIA
","cobalt_chronic","99","51","15","4008","2799"
"4144","1983-10-30","Radiation","847","M","2960","42","ANEMIA, BM DYSCRASIA
","cobalt_chronic","99","51","15","4008","2799"
"4145","1983-11-04","Stillborn","1","F","2960","0","STILLBORN
","cobalt_chronic","99","51","15","3932","2651"
"4146","1983-11-04","Accident","41","F","2960","4","ANESTHETIC OVERDOSE
","cobalt_chronic","99","51","15","3932","2651"
"4147","1983-11-04","Transferred","2636","F","2960","0","
","cobalt_chronic","99","51","15","3932","2651"
"4148","1983-11-04","Transferred","2636","F","2960","0","
","cobalt_chronic","99","51","15","3932","2651"
"4149","1983-11-04","less than 7 days old","3","F","2960","0","PNEUMONIA - STARVATION
","cobalt_chronic","99","51","15","3932","2651"
"4150","1983-11-04","Transferred","2636","F","2960","0","
","cobalt_chronic","99","51","15","3932","2651"
"4151","1983-11-04","less than 7 days old","2","M","2960","0","TRAUMA
","cobalt_chronic","99","51","15","3932","2651"
"4152","1983-12-01","Lost","1","F","2960","0","CANNIBALIZED
","cobalt_chronic","99","51","15","3958","2799"
"4153","1983-12-01","Lost","1","M","2960","0","CANNIBALIZED
","cobalt_chronic","99","51","15","3958","2799"
"4154","1983-12-01","Lost","1","M","2960","0","CANNIBALIZED
","cobalt_chronic","99","51","15","3958","2799"
"4155","1983-12-01","Lost","1","M","2960","0","CANNIBALIZED
","cobalt_chronic","99","51","15","3958","2799"
"4156","1983-12-01","Lost","1","M","2960","0","CANNIBALIZED
","cobalt_chronic","99","51","15","3958","2799"
"4157","1984-01-03","Stillborn","2","F","110","0","PNEUMONIA
",NULL,"0","99","5","3889","3688"
"4158","1984-01-03","Stillborn","2","F","110","0","STARVATION
",NULL,"0","99","5","3889","3688"
"4159","1984-01-03","Control Sacrifice","1885","F","110","6","SACRIFICED
",NULL,"0","99","5","3889","3688"
"4160","1984-01-03","Accident","38","F","110","16","ANESTHETIC OVERDOSE
",NULL,"0","99","5","3889","3688"
"4161","1984-01-03","Transferred","2576","F","110","0","
",NULL,"0","99","5","3889","3688"
"4162","1984-01-03","Stillborn","2","F","110","0","GASTROENTERITIS
",NULL,"0","99","5","3889","3688"
"4163","1984-01-04","Sacrificed Moribund","1884","F","2960","39","CEREBRAL DEGENERATION
","cobalt_chronic","99","51","15","3966","2651"
"4164","1984-01-04","Sacrificed Moribund","1657","F","2960","38","DISSEMINATED INTRAVASCULAR COAGULATION
","cobalt_chronic","99","51","15","3966","2651"
"4165","1984-01-20","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","3846","3688"
"4166","1984-01-20","less than 7 days old","15","F","10","0","GASTROENTERITIS
",NULL,"0","99","1","3846","3688"
"4167","1984-01-20","less than 7 days old","2","M","10","0","GASTROENTERITIS
",NULL,"0","99","1","3846","3688"
"4168","1984-08-07","Euthanized for Non-Conformance","861","F","10","0","CULLED
",NULL,"0","99","1","3848","2799"
"4169","1984-08-07","Euthanized for Non-Conformance","861","F","10","0","CULLED
",NULL,"0","99","1","3848","2799"
"4170","1984-08-07","Euthanized for Non-Conformance","861","F","10","0","CULLED
",NULL,"0","99","1","3848","2799"
"4171","1984-08-07","Transferred","2359","F","150","0","
",NULL,"0","52","1","3848","2799"
"4172","1984-08-07","Radiation","679","M","3115","13","BM HYPOPLASIA, SEPTICEMIA
","cobalt_chronic","99","52","19","3848","2799"
"4173","1984-08-07","Transferred","2359","M","3115","0","
","cobalt_chronic","99","52","19","3848","2799"
"4174","1984-08-10","Sacrificed Moribund","1913","F","3115","15","PANCYTOPENIA
","cobalt_chronic","99","52","19","3878","3688"
"4175","1984-08-10","Sacrificed Moribund","710","M","3115","13","BM HYPOPLASIA
","cobalt_chronic","99","52","19","3878","3688"
"4176","1984-08-10","Radiation","1692","M","3115","10","SPLENIC SARCOMA W/METS
","cobalt_chronic","99","52","19","3878","3688"
"4177","1984-08-10","Sacrificed Moribund","2219","M","3115","33","
","cobalt_chronic","99","52","19","3878","3688"
"4178","1984-08-10","Transferred","2356","M","150","0","
",NULL,"0","52","1","3878","3688"
"4179","1985-06-04","Euthanized for Non-Conformance","560","F","10","0","CULLED
",NULL,"0","99","1","3900","3688"
"4180","1985-06-04","Radiation","601","F","3116","13","BM HYPOPLASIA
","cobalt_chronic","99","52","20","3900","3688"
"4181","1985-06-04","Sacrificed Moribund","563","F","3116","11","SEPTECEMIA; HEMORRHAGE
","cobalt_chronic","99","52","20","3900","3688"
"4182","1985-06-04","Accident","32","M","10","0","TRAUMA
",NULL,"0","99","1","3900","3688"
"4183","1985-06-04","Radiation","606","M","3116","9","ANEMIA, GASTRIC HEMORRHAGE
","cobalt_chronic","99","52","20","3900","3688"
"4184","1985-06-04","Age","2","M","10","0","CULLED
",NULL,"0","99","1","3900","3688"
"4185","1985-06-05","less than 7 days old","1","M","10","0","PNEUMONIA
",NULL,"0","99","1","3686","3934"
"4186","1985-06-05","less than 7 days old","2","M","10","3","STARVATION
",NULL,"0","99","1","3686","3934"
"4187","1985-06-05","less than 7 days old","3","M","10","0","STARVATION, PNEUMONIA
",NULL,"0","99","1","3686","3934"
"4188","1985-06-05","Stillborn","1","F","8400","0","STILLBORN
",NULL,"99","99","14","3686","3934"
"4189","1985-06-14","Control Sacrifice","1340","F","150","6","SACRIFICED, CONTROL DATA
",NULL,"0","52","1","3995","3934"
"4190","1985-06-14","Control Sacrifice","1340","M","150","6","SACRIFICED, CONTROL DATA
",NULL,"0","52","1","3995","3934"
"4191","1985-06-14","Radiation","605","M","3116","8","
","cobalt_chronic","99","52","20","3995","3934"
"4192","1985-06-14","Sacrificed Moribund","525","M","3116","8","BM APLASIA
","cobalt_chronic","99","52","20","3995","3934"
"4193","1985-06-14","Radiation","569","M","3116","15","PNEUMONIA, THROMBOCYTOPENIA
","cobalt_chronic","99","52","20","3995","3934"
"4194","1985-08-16","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","3846","3688"
"4195","1985-08-16","less than 7 days old","1","F","10","0","STARVATION
",NULL,"0","99","1","3846","3688"
"4196","1985-08-16","less than 7 days old","3","M","10","0","STARVATION
",NULL,"0","99","1","3846","3688"
"4197","1985-08-16","less than 7 days old","0","M","10","0","DYSTOCIA
",NULL,"0","99","1","3846","3688"
"4198","1985-08-20","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","3974","3688"
"4199","1985-08-20","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","3974","3688"
"4200","1985-08-20","Sacrificed Moribund","514","F","3116","11","BM HYPOPLASIA, THROMBOCYTOPENIA
","cobalt_chronic","99","52","20","3974","3688"
"4201","1985-08-20","Radiation","1201","F","3116","13","LYMPHOMA (MEDIASTINAL); HEMOTHORAX; PULM.CONGESTIO","cobalt_chronic","99","52","20","3974","3688"
"4202","1985-08-20","less than 7 days old","2","M","10","0","STARVATION, PNEUMONIA
",NULL,"0","99","1","3974","3688"
"4203","1985-12-18","Euthanized for Non-Conformance","1148","F","5800","0","CULLED
",NULL,"99","98","1","3822","3934"
"4204","1985-12-18","Euthanized for Non-Conformance","1148","F","5800","0","CULLED
",NULL,"99","98","1","3822","3934"
"4205","1985-12-18","less than 7 days old","3","F","10","0","STARVATION
",NULL,"0","99","1","3822","3934"
"4206","1985-12-18","Euthanized for Non-Conformance","1148","F","5800","0","CULLED
",NULL,"99","98","1","3822","3934"
"4207","1985-12-18","Euthanized for Non-Conformance","1148","F","5800","0","CULLED
",NULL,"99","98","1","3822","3934"
"4208","1985-12-18","Euthanized for Non-Conformance","1148","F","5800","0","CULLED
",NULL,"99","98","1","3822","3934"
"4209","1985-12-18","less than 7 days old","1","M","10","0","STARVATION
",NULL,"0","99","1","3822","3934"
"4210","1985-12-18",,"65","M","10","0","ANESTHETIC DEATH
",NULL,"0","99","1","3822","3934"
"4211","1985-12-18","Control Sacrifice","1160","M","150","6","SACRIFICED
",NULL,"0","52","1","3822","3934"
"4212","1986-01-23","Experimental Conditions","637","F","310","39","CULLED (EXPERIMENTAL PROTOCOL)
",NULL,"99","99","11","3995","3934"
"4213","1986-01-23","Experimental Conditions","637","F","310","39","
",NULL,"99","99","11","3995","3934"
"4214","1986-01-23","Euthanized for Non-Conformance","778","F","310","0","CULLED
",NULL,"99","99","11","3995","3934"
"4215","1986-01-23","Sacrificed Moribund","741","M","3117","9","ANEMIA, BM APLASIA
","cobalt_chronic","99","52","21","3995","3934"
"4216","1986-01-23","Radiation","717","M","3117","17","BM HYPOPLASIA, PNEUMONIA
","cobalt_chronic","99","52","21","3995","3934"
"4217","1986-01-29","Experimental Conditions","631","F","310","42","CULLED (EXPERIMENTAL PROTOCOL)
",NULL,"99","99","11","3995","3934"
"4218","1986-01-29","Experimental Conditions","631","F","310","39","
",NULL,"99","99","11","3995","3934"
"4219","1986-01-29",,"631","F","310","40","CULLED (EXPERIMENTAL PROTOCOL)
",NULL,"99","99","11","3995","3934"
"4220","1986-01-29","Radiation","1093","M","3117","8","ACUTE IMMUNOBLASTIC LEUKEMIA
","cobalt_chronic","99","52","21","3995","3934"
"4221","1986-01-29","Sacrificed Moribund","572","M","3117","7","ANEMIA, BM HYPOPLASIA
","cobalt_chronic","99","52","21","3995","3934"
"4222","1986-01-29","Sacrificed Moribund","841","M","3117","9","BM APLASIA
","cobalt_chronic","99","52","21","3995","3934"
"4223","1986-02-03","Experimental Conditions","627","F","310","41","CULLED (EXPERIMENTAL PROTOCOL)
",NULL,"99","99","11","3900","3688"
"4224","1986-02-03","Age","289","F","10","1","SACRIFICED
",NULL,"0","99","1","3900","3688"
"4225","1986-02-03","Control Sacrifice","778","F","10","0","CULLED
",NULL,"0","99","1","3900","3688"
"4226","1986-02-03","Experimental Conditions","627","F","310","37","CULLED (EXPERIMENTAL PROTOCOL)
",NULL,"99","99","11","3900","3688"
"4227","1986-02-03","Experimental Conditions","627","F","310","39","CULLED (EXPERIMENTAL PROTOCOL)
",NULL,"99","99","11","3900","3688"
"4228","1986-02-03","Euthanized for Non-Conformance","767","F","310","0","CULLED
",NULL,"99","99","11","3900","3688"
"4229","1986-02-03","Euthanized for Disease","560","M","10","0","CULLED
",NULL,"0","99","1","3900","3688"
"4230","1986-02-03","Transferred","1814","M","3117","0","
","cobalt_chronic","99","52","21","3900","3688"
"4231","1986-02-03","Transferred","1814","M","150","0","
",NULL,"0","52","1","3900","3688"
"4232","1986-02-25","less than 7 days old","2","F","10","0","STARVATION, TRAUMA
",NULL,"0","99","1","3974","3688"
"4233","1986-02-25","less than 7 days old","2","M","10","0","PNEUMONIA, TRAUMA
",NULL,"0","99","1","3974","3688"
"4234","1986-02-25","Euthanized for Non-Conformance","1067","M","3600","0","CULLED
",NULL,"99","55","2","3974","3688"
"4235","1986-03-22","Euthanized for Non-Conformance","766","F","10","0","CULLED
",NULL,"0","99","1","3878","3688"
"4236","1986-03-22","Transferred","1767","M","3118","0","
","cobalt_chronic","99","52","22","3878","3688"
"4237","1986-03-22","Radiation","936","M","3118","9","ANEMIA, BM HYPOPLASIA
","cobalt_chronic","99","52","22","3878","3688"
"4238","1986-03-22","Transferred","1767","M","3118","0","
","cobalt_chronic","99","52","22","3878","3688"
"4239","1986-03-22","Transferred","1767","M","10","0","
",NULL,"0","99","1","3878","3688"
"4240","1986-04-26","Stillborn","0","M","10","0","STILLBORN, DYSTOCIA
",NULL,"0","99","1","3889","3688"
"4241","1986-04-26","less than 7 days old","10","F","10","0","STARVATION
",NULL,"0","99","1","3889","3688"
"4242","1986-04-26","less than 7 days old","8","F","10","0","STARVATION, PNEUMONIA
",NULL,"0","99","1","3889","3688"
"4243","1986-04-26","Euthanized for Non-Conformance","457","M","10","0","CULLED
",NULL,"0","99","1","3889","3688"
"4244","1986-04-26","Serial Sacrifice","628","M","10","0","SAC'D  EXPERIMENTAL PROTOCOL
",NULL,"0","99","1","3889","3688"
"4245","1986-04-30","Control Sacrifice","772","F","10","0","CULLED
",NULL,"0","99","1","3846","3688"
"4246","1986-04-30","Euthanized for Non-Conformance","378","F","10","2","CULLED
",NULL,"0","99","1","3846","3688"
"4247","1986-04-30","less than 7 days old","2","M","10","1","RUNT, STARVATION
",NULL,"0","99","1","3846","3688"
"4248","1986-04-30","Euthanized for Non-Conformance","1015","M","5800","0","CULLED
",NULL,"99","98","1","3846","3688"
"4249","1986-04-30","Euthanized for Non-Conformance","1015","M","5800","0","CULLED
",NULL,"99","98","1","3846","3688"
"4250","1986-04-30","Euthanized for Non-Conformance","1015","M","5800","0","CULLED
",NULL,"99","98","1","3846","3688"
"4251","1986-05-08","less than 7 days old","0","F","10","0","TRAUMA
",NULL,"0","99","1","4105","3688"
"4252","1986-05-08","less than 7 days old","0","F","10","0","TRAUMA
",NULL,"0","99","1","4105","3688"
"4253","1986-05-08","less than 7 days old","0","M","10","0","TRAUMA
",NULL,"0","99","1","4105","3688"
"4254","1986-05-08","Euthanized for Non-Conformance","995","M","3600","0","CULLED
",NULL,"99","55","2","4105","3688"
"4255","1986-05-08","less than 7 days old","0","U","10","0","CANNIBALIZED
",NULL,"0","99","1","3997","3934"
"4256","1986-05-08","Control Sacrifice","764","F","10","0","CULLED
",NULL,"0","99","1","3997","3934"
"4257","1986-05-08","less than 7 days old","5","F","10","0","ENTERITIS, STARVATION
",NULL,"0","99","1","3997","3934"
"4258","1986-05-22","less than 7 days old","1","M","8400","0","DYSTOCIA
",NULL,"99","99","14","3917","3968"
"4259","1986-05-22","less than 7 days old","1","M","8400","0","DYSTOCIA
",NULL,"99","99","14","3917","3968"
"4260","1986-05-22","less than 7 days old","2","F","10","0","TRAUMA
",NULL,"0","99","1","3917","3968"
"4261","1986-05-22","Sacrificed Moribund","66","F","10","3","HEPATOTOXICITY
",NULL,"0","99","1","3917","3968"
"4262","1986-05-22","less than 7 days old","3","F","10","0","PNEUMONIA, STARVATION
",NULL,"0","99","1","3917","3968"
"4263","1986-05-22","less than 7 days old","4","M","10","0","PNEUMONIA, STARVATION, TRAUMA
",NULL,"0","99","1","3917","3968"
"4264","1986-05-22","less than 7 days old","3","M","10","0","STARVATION, TRAUMA
",NULL,"0","99","1","3917","3968"
"4265","1986-05-22","less than 7 days old","3","M","10","0","STARVATION
",NULL,"0","99","1","3917","3968"
"4266","1986-05-24","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","4002","3934"
"4267","1986-05-24","Stillborn","0","M","8400","0","DYSTOCIA, STILLBORN
",NULL,"99","99","14","4002","3934"
"4268","1986-05-24","less than 7 days old","1","F","10","0","TRAUMA
",NULL,"0","99","1","4002","3934"
"4269","1986-05-24","Euthanized for Non-Conformance","657","F","10","0","CULLED
",NULL,"0","99","1","4002","3934"
"4270","1986-05-24","Euthanized for Non-Conformance","657","F","10","0","CULLED
",NULL,"0","99","1","4002","3934"
"4271","1986-05-24","Euthanized for Non-Conformance","979","M","3600","0","CULLED
",NULL,"99","55","2","4002","3934"
"4272","1986-05-24","Euthanized for Non-Conformance","657","M","10","0","CULLED
",NULL,"0","99","1","4002","3934"
"4273","1986-06-06","Age","0","M","10","0","SACRIFICED (CONG.ANAMOLY)
",NULL,"0","99","1","4001","3934"
"4274","1986-06-06","Stillborn","0","F","10","0","STILLBORN
",NULL,"0","99","1","4001","3934"
"4275","1986-06-06","Euthanized for Non-Conformance","644","F","10","0","CULLED
",NULL,"0","99","1","4001","3934"
"4276","1986-06-06","Euthanized for Non-Conformance","644","F","10","0","CULLED
",NULL,"0","99","1","4001","3934"
"4277","1986-06-06","Euthanized for Non-Conformance","644","F","10","0","CULLED
",NULL,"0","99","1","4001","3934"
"4278","1986-06-06","Control Sacrifice","416","M","10","0","CULLED
",NULL,"0","99","1","4001","3934"
"4279","1986-08-16","Euthanized for Non-Conformance","573","F","10","0","CULLED
",NULL,"0","99","1","4104","3688"
"4280","1986-08-16","Euthanized for Non-Conformance","895","M","3600","0","CULLED
",NULL,"99","55","2","4104","3688"
"4281","1986-08-16","Euthanized for Non-Conformance","895","M","3600","0","CULLED
",NULL,"99","55","2","4104","3688"
"4282","1986-08-18","Age","192","F","10","0","ESOPHAGEAL DILATATION, ASPIRATION PNEUMONIA",NULL,"0","99","1","4104","3688"
"4283","1986-08-18","less than 7 days old","3","F","10","0","STARVATION, INANITION
",NULL,"0","99","1","4104","3688"
"4284","1986-08-18","Euthanized for Non-Conformance","571","F","10","0","CULLED
",NULL,"0","99","1","4104","3688"
"4285","1986-08-18","Control Sacrifice","563","F","5800","0","SACRIFICE (CSA PLASMA COLLECTION)
","cobalt_fractionated","99","98","1","4104","3688"
"4286","1986-08-18","Control Sacrifice","563","F","5800","0","CULLED
","cobalt_fractionated","99","98","1","4104","3688"
"4287","1986-08-18","Control Sacrifice","563","M","5800","0","CULLED
","cobalt_fractionated","99","98","1","4104","3688"
"4288","1986-08-18","less than 7 days old","1","M","5800","0","CONGENITAL ANOMALY
",NULL,"99","98","1","4104","3688"
"4289","1986-08-18","Control Sacrifice","563","M","5800","0","CULLED
","cobalt_fractionated","99","98","1","4104","3688"
"4290","1986-08-24","Control Sacrifice","557","F","5800","0","CULLED
","cobalt_fractionated","99","98","1","3901","3968"
"4291","1986-08-24","Control Sacrifice","557","F","5800","0","CULLED.
","cobalt_fractionated","99","98","1","3901","3968"
"4292","1986-08-24","Euthanized for Non-Conformance","887","M","3600","0","CULLED
",NULL,"99","55","2","3901","3968"
"4293","1986-08-24","Stillborn","0","M","10","0","STILLBORN, DYSTOCIA
",NULL,"0","99","1","3901","3968"
"4294","1986-08-28","less than 7 days old","0","M","10","0","TRAUMA
",NULL,"0","99","1","3822","3934"
"4295","1986-08-28","Stillborn","2","F","10","0","MISSING, PRESUMED CANNIBALIZED
",NULL,"0","99","1","3822","3934"
"4296","1986-08-28","Stillborn","2","F","10","0","MISSING, PRESUMED CANNIBALIZED
",NULL,"0","99","1","3822","3934"
"4297","1986-08-28","Euthanized for Non-Conformance","561","F","10","0","CULLED
",NULL,"0","99","1","3822","3934"
"4298","1986-08-28","Stillborn","2","M","10","0","MISSING, PRESUMED CANNIBALIZED
",NULL,"0","99","1","3822","3934"
"4299","1986-08-28","less than 7 days old","4","M","10","0","STARVATION, EPIDURAL HEMORRHAGE
",NULL,"0","99","1","3822","3934"
"4300","1986-08-28","Euthanized for Non-Conformance","895","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3822","3934"
"4301","1986-08-28","Sacrificed Moribund","53","M","10","0","INTUSSUSCEPTION
",NULL,"0","99","1","3822","3934"
"4302","1986-08-28","Stillborn","0","F","10","0","DYSTOCIA, STILLBORN
",NULL,"0","99","1","3822","3934"
"4303","1986-08-28","Stillborn","2","F","10","0","MISSING, PRESUMED CANNIBALIZED
",NULL,"0","99","1","3822","3934"
"4304","1986-09-21","Euthanized for Non-Conformance","537","F","10","0","CULLED
",NULL,"0","99","1","3995","3934"
"4305","1986-09-21","Euthanized for Non-Conformance","537","F","10","0","CULLED
",NULL,"0","99","1","3995","3934"
"4306","1986-09-21","Euthanized for Non-Conformance","537","F","10","0","CULLED
",NULL,"0","99","1","3995","3934"
"4307","1986-09-21","Euthanized for Non-Conformance","871","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3995","3934"
"4308","1986-09-21","Accident","60","M","10","0","HYPOTHERMIA, ANESTH.COMPLICATION
",NULL,"0","99","1","3995","3934"
"4309","1986-10-24","Euthanized for Non-Conformance","504","F","10","0","CULLED
",NULL,"0","99","1","3900","4003"
"4310","1986-10-24","Euthanized for Non-Conformance","504","F","10","0","CULLED
",NULL,"0","99","1","3900","4003"
"4311","1986-10-24","Euthanized for Non-Conformance","504","F","10","0","CULLED
",NULL,"0","99","1","3900","4003"
"4312","1986-10-24","Euthanized for Non-Conformance","838","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3900","4003"
"4313","1986-10-24","Euthanized for Non-Conformance","767","M","3700","0","CULLED
",NULL,"99","54","6","3900","4003"
"4314","1986-10-24","less than 7 days old","3","M","10","0","STARVATION
",NULL,"0","99","1","3900","4003"
"4315","1986-10-24","Age","644","M","3730","0","OSTEOMYELITIS
","cobalt_chronic","99","54","5","3900","4003"
"4316","1986-10-24","Euthanized for Non-Conformance","830","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3900","4003"
"4317","1986-10-24","Euthanized for Non-Conformance","767","M","3700","0","CULLED
",NULL,"99","54","6","3900","4003"
"4318","1986-10-24","Transferred","1559","M","210","0","
","cobalt_chronic","0","99","2","3900","4003"
"4319","1986-11-01","Transferred","1543","F","3118","0","
","cobalt_chronic","99","52","22","3878","3688"
"4320","1986-11-01","Radiation","1485","F","3118","25","
","cobalt_chronic","99","52","22","3878","3688"
"4321","1986-11-01","Radiation","687","M","3118","12","HEMORRHAGIC DIATHESIS
","cobalt_chronic","99","52","22","3878","3688"
"4322","1986-11-16","Euthanized for Non-Conformance","814","F","10","0","CULLED
",NULL,"0","99","1","3997","3934"
"4323","1986-11-16","Euthanized for Non-Conformance","814","F","10","0","CULLED
",NULL,"0","99","1","3997","3934"
"4324","1986-11-16","Euthanized for Non-Conformance","815","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3997","3934"
"4325","1986-11-16","Euthanized for Non-Conformance","815","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3997","3934"
